mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,target
16.11,18.05,105.1,813.0,0.09721,0.1137,0.3345136503664884,0.3845730740608924,0.1861,0.06248,0.8049921996879874,1.332,0.7224720176026022,0.8473513186730144,0.00677,0.01938,0.03067,0.01167,0.01875,0.003434,0.4265385983635718,25.27,0.3914039543801982,0.5981105688272399,0.1314,0.2236,0.2802,0.1216,0.2792,0.08158,0
11.43,17.31,73.66,398.0,0.1092,0.09486,0.07191671683014057,0.12042579350956098,0.1645,0.06562,0.23441633317506613,1.908,0.22577250550081313,0.1836066399657422,0.006664,0.01735,0.01158,0.00952,0.02282,0.003526,0.1725364638918534,26.76,0.16061556850440756,0.1814082255900905,0.1413,0.1792,0.07708,0.06402,0.2584,0.08096,1
12.9,15.92,83.74,512.2,0.08677,0.09509,0.17329414680783253,0.19982528229850846,0.1778,0.06235,0.13945601302312957,0.7712,0.17832201281928634,0.12390740320914886,0.005324,0.01563,0.0151,0.007584,0.02104,0.001887,0.2330131625755959,21.82,0.2328801235121271,0.2617804035733653,0.1312,0.2548,0.209,0.1012,0.3549,0.08118,1
10.75,14.97,68.26,355.3,0.07793,0.05139,0.07970680924896426,0.05095932960170836,0.1399,0.05688,0.19127721630604352,1.239,0.20070793073758725,0.13776165646489835,0.006547,0.01781,0.02018,0.005612,0.01671,0.00236,0.1430096051227321,20.72,0.1363613725783157,0.14613123269686334,0.1076,0.1223,0.09755,0.03413,0.23,0.06769,1
11.9,14.65,78.11,432.8,0.1152,0.1296,0.13136928579016321,0.19432491021451456,0.1995,0.07839,0.38621718781794745,0.6538,0.4331770783507126,0.22957757122345654,0.01017,0.04741,0.02789,0.0111,0.03127,0.008023,0.1856990394877268,16.51,0.1785447482444345,0.18517567143305652,0.1424,0.2517,0.0942,0.06042,0.2727,0.1036,1
11.8,16.58,78.99,432.0,0.1091,0.17,0.5874437874012959,0.4798265765037047,0.2678,0.07371,0.2824391236519026,1.426,0.2915909308332536,0.22567319076047257,0.005427,0.03633,0.04649,0.01843,0.035960000000000006,0.004635,0.20668801138384918,26.38,0.20678320633497688,0.23204041441904277,0.1385,0.4092,0.4504,0.1865,0.41915,0.103,0
14.95,18.77,97.84,689.5,0.08138,0.1167,0.32045607450161107,0.230497945449251,0.1744,0.06493,0.42121684867394693,1.909,0.4810102362958002,0.41094234111690475,0.00579,0.04877,0.05303,0.01527,0.03356,0.008023,0.295980078263963,25.47,0.28233477762836795,0.3564802922624654,0.0997,0.2521,0.25,0.08405,0.2852,0.09218,1
14.44,15.18,93.97,640.1,0.0997,0.1021,0.30052051981162137,0.35797715727828655,0.1724,0.06081,0.17513396188021432,0.7394,0.26078637711661723,0.18133958034207412,0.005706,0.02297,0.03114,0.01493,0.01454,0.002528,0.28175026680896476,19.85,0.2898052691867125,0.3320489767959586,0.1316,0.2735,0.3103,0.1599,0.2691,0.07683,1
13.74,17.91,88.12,585.0,0.07944,0.06376,0.10201480117559575,0.0859999352897402,0.1473,0.0558,0.18788577630061723,0.7574,0.1561274275327657,0.18474016977757626,0.002838,0.01592,0.0178,0.005828,0.01329,0.001976,0.26360725720384204,22.46,0.23297973006623834,0.30864514655935155,0.09711,0.1824,0.1564,0.06019,0.235,0.07014,1
13.0,20.78,83.51,519.4,0.1135,0.07589,0.1110442264792323,0.1711586372019284,0.254,0.06087,0.41877501187003996,1.322,0.4048598488472209,0.3523766341721454,0.007017,0.01142,0.01949,0.01153,0.02951,0.001533,0.2216293134115973,24.11,0.20125504258180188,0.2463110426120958,0.1297,0.1105,0.08112,0.06296,0.3196,0.06435,1
8.219,20.7,53.27,203.9,0.09405,0.1305,0.46775964023936817,0.14029184327175076,0.2222,0.07874999999999999,0.11123923217798279,1.962,0.09298765904525017,0.04292299554144943,0.01243,0.05416,0.07753,0.01022,0.02309,0.008023,0.04133760227676986,29.72,0.038199113501668436,0.03687530325084912,0.163,0.431,0.5381,0.07879,0.3322,0.12301,1
9.731,15.34,63.78,300.2,0.1072,0.1599,1.0,0.5084285113404732,0.2548,0.07874999999999999,0.9672386895475819,2.43415,0.6344590069836411,0.5421799037759139,0.01097,0.061505,0.08249,0.025318,0.03546,0.008023,0.10992529348986124,19.49,0.10274416056576524,0.11148214744413051,0.1292,0.2772,0.7855000000000001,0.1571,0.3108,0.12301,1
11.15,13.08,70.87,381.9,0.09754,0.05113,0.07018165079140257,0.11557252402368398,0.183,0.06105,0.15410703384657123,0.7815,0.12857552855639526,0.10929746341217664,0.009019,0.008985,0.01196,0.008232,0.02388,0.001619,0.14443258626823197,16.3,0.12869166791174858,0.1459029026457745,0.1341,0.08971,0.07116,0.05506,0.2859,0.06772,1
13.15,15.34,85.31,538.9,0.09384,0.08498,0.3290605856733118,0.22538583492412725,0.1822,0.06207,0.21637387234619823,0.7927,0.20319525495073182,0.20136527368447568,0.008584,0.02017,0.03047,0.009536,0.02769,0.003479,0.24332977588046956,20.5,0.23537028736490861,0.2809030453520564,0.1478,0.2256,0.3009,0.09722,0.3849,0.08633,1
12.25,17.94,78.27,460.3,0.08654,0.06679,0.13756595021422752,0.15083961562105674,0.197,0.06228,0.1471884962355016,0.9823,0.1390988233043145,0.12227008236983303,0.005518,0.01562,0.01994,0.007924,0.01799,0.002484,0.20135183208822482,25.22,0.18023805966432588,0.21634272340668442,0.1217,0.1788,0.1943,0.08211,0.3113,0.08132,1
17.68,20.74,117.4,963.7,0.1115,0.1665,0.656846428950816,0.6820461384152459,0.1971,0.06166,0.949331886318931,1.4,0.9151439778054146,0.9999999999999998,0.009037,0.04954,0.05206,0.01841,0.01778,0.004968,0.44610458911419415,25.11,0.41082723243189406,0.6374975026400662,0.1418,0.3498,0.3583,0.1515,0.2463,0.07738,0
16.84,19.46,108.4,880.2,0.07445,0.07223,0.18235898162246375,0.17931212993820173,0.1844,0.05268,0.49840602319744953,2.06,0.520807423706113,0.5013728305498879,0.003443,0.02661,0.03056,0.0111,0.0152,0.001519,0.36606189967982916,28.07,0.34807510334179986,0.4833747181550932,0.08774,0.171,0.1882,0.08436,0.2527,0.05972,1
12.06,12.74,76.84,448.6,0.09311,0.05241,0.06982755568145603,0.12702624001035367,0.159,0.05907,0.09590992335345588,0.7285,0.07921170955706494,0.08121111363006625,0.005528,0.009789,0.008342,0.006273,0.01465,0.00253,0.18534329420135187,18.41,0.16768763384630708,0.19841881439620973,0.1275,0.1232,0.08636,0.07025,0.2514,0.07898,1
10.9,12.96,68.69,366.8,0.07515,0.03718,0.010941538897347825,0.04263111916394345,0.1442,0.05743,0.23102489316963978,0.7614,0.20109059600114798,0.14783747701453437,0.006142,0.006134,0.001835,0.003576,0.01637,0.002665,0.15759516186410527,18.2,0.13775586433587328,0.16257099637526046,0.1171,0.08294,0.01854,0.03953,0.2738,0.07685,1
11.75,20.18,76.1,419.8,0.1089,0.1141,0.24230728373641158,0.241886951176109,0.1993,0.06453,0.5294716136471546,1.693,0.6063331101119296,0.3972140356180257,0.009433,0.02405,0.04167,0.01152,0.03397,0.005061,0.19174670935610105,26.21,0.19174261666417647,0.20475497331392528,0.1358,0.1892,0.1956,0.07909,0.3168,0.07987,1
19.19,15.94,126.3,1157.0,0.08694,0.1185,0.4224354661662122,0.6255540815996378,0.1741,0.05176,0.9999999999999999,0.6336,0.9999999999999999,0.9999999999999998,0.009406,0.03055,0.04344,0.025318,0.03156,0.003362,0.5016008537886874,17.81,0.4790577219981074,0.7476667522904359,0.1124,0.2016,0.2264,0.1777,0.2443,0.06251,0
19.59,18.15,130.7,1214.0,0.112,0.1666,0.8880705357459012,0.832173941178374,0.2027,0.06082,0.847724343756359,1.048,0.7720271692337127,0.9999999999999998,0.004057,0.02277,0.04029,0.01303,0.01686,0.003318,0.6688011383849164,26.39,0.620000996065541,1.0,0.1438,0.3846,0.681,0.2247,0.3643,0.09223,0
12.34,22.22,79.85,464.5,0.1012,0.1015,0.19014907404128745,0.1826123531885981,0.1551,0.06761,0.24879603879807363,1.656,0.22921649287285945,0.18574775183253986,0.01134,0.03175,0.03125,0.01135,0.01879,0.005348,0.20099608680184988,28.68,0.18402310872055383,0.20994948197619662,0.1452,0.2338,0.1688,0.08194,0.2268,0.09082,1
23.27,22.04,152.1,1326.3000000000002,0.08439,0.1145,0.46882192556920776,0.627818940693047,0.1801,0.05553,0.7497795563996472,0.8561,0.7358653018272265,0.9999999999999998,0.00491,0.02544,0.02822,0.01623,0.01956,0.00374,0.7143365350409108,28.22,0.6663180437272773,1.0,0.1228,0.3583,0.3948,0.2346,0.3589,0.09187,0
14.97,19.76,95.5,690.2,0.08421,0.05352,0.0689423179065897,0.12547319377487304,0.1515,0.05266,0.0983517601573628,1.065,0.1012149622118052,0.12390740320914886,0.003634,0.007983,0.008268,0.006432,0.01924,0.00152,0.2863749555318392,25.82,0.25842920464166547,0.34072551873733486,0.1045,0.09995,0.0775,0.05754,0.2646,0.06085,1
10.8,9.71,68.77,357.6,0.09594,0.05736,0.08962147232746714,0.10987802116025497,0.1381,0.064,0.08315810893305298,0.4064,0.07060174112694917,0.05891836066399658,0.007809,0.009816,0.01099,0.005344,0.01254,0.00212,0.13055852009960867,12.02,0.11579261915434036,0.1306047892228216,0.1436,0.1257,0.1047,0.04603,0.209,0.07699,1
16.78,18.8,109.3,886.3,0.08865,0.09182,0.2982189015969689,0.4255346685216942,0.1893,0.05534,0.6613308010581291,1.391,0.6451736343633405,0.7624625305423312,0.006123,0.0247,0.02626,0.01604,0.02091,0.003493,0.43116328708644613,26.3,0.3998705114796553,0.613522847275737,0.1168,0.2119,0.2318,0.1474,0.281,0.07228,0
17.47,24.68,116.1,984.6,0.1049,0.1603,0.7644913423745617,0.6749280098359597,0.1538,0.06365,0.9999999999999999,1.41,0.9999999999999999,0.9999999999999998,0.006174,0.03634,0.04644,0.01569,0.01145,0.00512,0.5410885805763074,32.33,0.5223865730365058,0.8418528983645861,0.1376,0.383,0.489,0.1721,0.216,0.093,0
14.97,16.95,96.22,685.9,0.09855,0.07885,0.09213554760808752,0.24466949234801186,0.178,0.0565,0.21678084514684934,1.217,0.21735386970247772,0.22013148945817276,0.00508,0.0137,0.007276,0.009073,0.0135,0.001706,0.2909996442547136,23.0,0.2698839583644604,0.34734709021891147,0.1216,0.1637,0.06648,0.08485,0.2404,0.06428,1
12.32,12.39,78.85,464.1,0.1028,0.06981,0.14117772033568216,0.23942796130326466,0.1959,0.05955,0.1688937122702299,0.6656,0.17468669281545962,0.1338572760019144,0.008045,0.0118,0.01683,0.01241,0.01924,0.002248,0.19815012451085023,15.64,0.1820807809153842,0.20772326397808033,0.1385,0.1266,0.1242,0.09391,0.2827,0.06771,1
13.43,19.63,85.84,565.4,0.09048,0.06288,0.20742891540667818,0.22247387323260107,0.1598,0.05671,0.4859255239774808,1.147,0.456328326796135,0.4609436005944735,0.006003,0.01063,0.02151,0.009443,0.0152,0.001868,0.3575240128068303,29.87,0.32964789083121665,0.46145503325056375,0.1401,0.1546,0.2644,0.116,0.2884,0.07371,0
15.46,11.89,102.5,736.9,0.1257,0.1555,0.7195212634113521,0.7098715501342739,0.1966,0.07069,0.41972461507155934,0.6583,0.3918492298861571,0.47656112244640925,0.005393,0.02321,0.04303,0.0132,0.01792,0.004168,0.38633938100320164,17.04,0.3714826435579461,0.5233324770956418,0.1531,0.3583,0.583,0.1827,0.3216,0.101,0
11.08,14.71,70.21,372.7,0.1006,0.05743,0.08367267448036542,0.1671466010936034,0.1566,0.06669,0.12995998100793596,1.805,0.11862623170381709,0.15463865588553866,0.012611500000000001,0.02121,0.01453,0.01583,0.03082,0.004785,0.12166488794023478,16.82,0.1075750784401614,0.12061534948768446,0.1216,0.0824,0.03938,0.04306,0.1902,0.07313,1
10.66,15.15,67.49,349.6,0.08792,0.04302,0.0,0.0,0.1928,0.05975,0.2976327748762124,1.925,0.2674830192289294,0.19116350537796925,0.008713,0.01017,0.0,0.0,0.03265,0.001002,0.1284240483813589,19.2,0.11350166840978138,0.12735108599480552,0.1076,0.06791,0.0,0.0,0.271,0.06164,1
8.671,14.45,54.42,227.2,0.09138,0.04276,0.0,0.0,0.1722,0.06724,0.1477311266363698,0.7873,0.1297235243470774,0.05740698758155116,0.009172,0.008007,0.0,0.0,0.02711,0.003399,0.0473852721451441,17.04,0.03959360525922606,0.04224105945143705,0.1162,0.07057,0.0,0.0,0.2592,0.07848,1
9.904,18.06,64.6,302.4,0.09699,0.1294,0.4628023087001168,0.24046332546025176,0.1669,0.07874999999999999,0.4335616902936986,2.261,0.4544150004783315,0.2604347716567168,0.012611500000000001,0.061505,0.08249,0.0246,0.035960000000000006,0.008023,0.11846318036286019,24.39,0.11285422580805815,0.11701915118303508,0.1301,0.295,0.3486,0.0991,0.2614,0.1162,1
16.46,20.11,109.3,832.9,0.09831,0.1556,0.6348925321341311,0.5737211634904715,0.1794,0.06323,0.2607339076171743,1.284,0.33004878982110397,0.3121992997304718,0.006627,0.04094,0.05371,0.01813,0.01682,0.004584,0.3507648523657061,28.45,0.36401215199960163,0.45437680166680944,0.1415,0.4667,0.5862,0.2035,0.3054,0.09519,0
13.01,22.22,82.01,526.4,0.06251,0.01938,0.005647817003647179,0.011984340117125573,0.1395,0.05234,0.08356508173370414,1.142,0.06581842533244042,0.09493941912894532,0.003418,0.002252,0.001595,0.001852,0.01613,0.0009683,0.215937388829598,29.02,0.18810697743911553,0.24180152410309103,0.08125,0.03432,0.007977,0.009259,0.2295,0.05843,1
12.81,13.06,81.29,508.8,0.08739,0.03774,0.03255196345738465,0.0860646455495519,0.1466,0.06133,0.2406565827850505,0.9899,0.19535061704773748,0.18877049799743065,0.008534,0.006364,0.00618,0.007408,0.01065,0.003351,0.2027748132337247,16.15,0.18073609243488226,0.22005308673687818,0.1162,0.05445,0.02758,0.0399,0.1783,0.07319,1
27.22,21.87,182.1,1326.3000000000002,0.1094,0.1914,1.0,1.0,0.18,0.0577,0.9829749711727599,1.481,0.9687171147039128,0.9999999999999998,0.004631,0.02537,0.03109,0.01241,0.01575,0.002747,0.8961223763785128,32.85,0.8485980377508842,1.0,0.1472,0.4034,0.534,0.2688,0.2856,0.08082,0
21.09,26.57,142.7,1311.0,0.1141,0.22861999999999996,0.880634538437024,0.9680654867829297,0.2395,0.07398,0.7031133419249813,0.7629,0.6997034344207403,0.9403007632434066,0.004253,0.04759,0.03872,0.01567,0.01798,0.005295,0.6670224119530416,33.48,0.627969520394442,1.0,0.1491,0.6269500000000001,0.678,0.2903,0.4098,0.12301,0
15.7,20.31,101.2,766.6,0.09597,0.08799,0.23345490598774826,0.33578153816287576,0.1618,0.05549,0.3505392389608627,1.15,0.3155075098057974,0.43046424343182443,0.004626,0.02263,0.01954,0.009767,0.01547,0.00243,0.4332977588046958,32.82,0.39289805269186723,0.6186602734252362,0.1414,0.3547,0.2902,0.1541,0.3437,0.08631,0
11.41,14.92,73.53,402.0,0.09059,0.08155,0.21886618745795117,0.15278092341540753,0.1167,0.06217,0.3023807908838092,1.108,0.21907586338850088,0.2011133781707348,0.007356,0.03728,0.05915,0.01712,0.02165,0.004784,0.1579509071504802,17.7,0.14298520842671453,0.16097268601763848,0.1121,0.161,0.1648,0.06296,0.1811,0.07427,1
15.28,22.41,98.92,710.6,0.09057,0.1052,0.19032612159626072,0.21114957776555476,0.1727,0.06317,0.127382486603812,0.4956,0.11231225485506552,0.16030630494470896,0.00329,0.01395,0.01774,0.006009,0.01172,0.002575,0.35112059765208115,28.03,0.3157029732556402,0.4497531181322602,0.1301,0.3299,0.363,0.1226,0.3175,0.09772,0
10.08,15.11,63.76,317.5,0.09267,0.04695,0.005654898905846108,0.015556346458731034,0.1703,0.06048,0.42460828867937317,1.268,0.36793265091361327,0.24721025718531955,0.012611500000000001,0.012,0.001597,0.002404,0.02538,0.00347,0.14016364283173244,21.18,0.12440858608496441,0.1437337671604304,0.1521,0.1019,0.00692,0.01042,0.2933,0.07697,1
18.31,18.58,118.6,1041.0,0.08588,0.08468,0.28926029531532166,0.37622545054518397,0.1621,0.05425,0.19833141151733022,0.4757,0.20281258968717109,0.27857124864606164,0.002866,0.009181,0.01412,0.006719,0.01069,0.001087,0.4759871931696904,26.36,0.442203296976941,0.6991466164340554,0.1234,0.2445,0.3538,0.1571,0.3206,0.06938,0
11.71,17.19,74.68,420.3,0.09774,0.06141,0.13487482737863388,0.20959653153007415,0.1516,0.06095,0.1812385538899817,0.7655,0.18846264230364485,0.13927302954734375,0.006905,0.008704,0.01978,0.01185,0.01897,0.001671,0.1807186054784774,21.39,0.1693809452661985,0.19196849045294978,0.1323,0.104,0.1521,0.1099,0.2572,0.07097,1
11.81,17.39,75.27,428.9,0.1007,0.05562,0.08331857937041888,0.10049503348755948,0.1718,0.0578,0.1009292545614868,1.926,0.048598488472208906,0.09657673996826119,0.007831,0.008776,0.01556,0.00624,0.03139,0.001988,0.1650658128779794,26.48,0.14522635589421784,0.17370208636584183,0.1356,0.1,0.08803,0.04306,0.32,0.06576,1
12.3,15.9,78.83,463.7,0.0808,0.07253,0.13611416026344675,0.10703076972854048,0.1667,0.05474,0.17187817947500508,0.8355,0.1779393475557256,0.14506662636338447,0.005996,0.02212,0.02117,0.006433,0.02025,0.001725,0.19281394521522588,19.59,0.18048707604960412,0.20635328367154726,0.1096,0.165,0.1423,0.04815,0.2482,0.06306,1
14.22,23.12,94.37,609.9,0.1075,0.22861999999999996,0.7014624128040791,0.42825249943378535,0.2384,0.07542,0.236722512378756,2.11,0.2592557160623744,0.31383662056978767,0.00797,0.061505,0.08249,0.01666,0.035960000000000006,0.008023,0.2778370686588403,37.18,0.27884854823447386,0.32948026372120903,0.1533,0.6269500000000001,0.7855000000000001,0.1772,0.41915,0.12301,0
12.77,21.41,82.02,507.4,0.08749,0.06601,0.11019439821536062,0.1853301841006892,0.1694,0.06287,0.8405344909448551,1.748,0.8344016071941069,0.5900400513866848,0.004571,0.0179,0.02176,0.01757,0.03373,0.005875,0.20704375667022412,23.5,0.19239005926589975,0.22507634786083286,0.09388,0.08978,0.05186,0.04773,0.2179,0.06871,1
9.72,18.22,60.73,288.1,0.0695,0.02344,0.0,0.0,0.1653,0.06447,0.3288340229261344,2.43415,0.2818329666124557,0.18751102042872617,0.001713,0.006736,0.0,0.0,0.035960000000000006,0.001688,0.07250088936321597,20.83,0.05896708003386625,0.06769986014784374,0.07117,0.02729,0.0,0.0,0.1909,0.06559,1
12.34,26.86,81.15,477.4,0.1034,0.1353,0.38419319429198673,0.29520820526094416,0.1943,0.06937,0.39856202943769914,1.809,0.36066201090595995,0.34809441043855005,0.009098,0.03845,0.03763,0.01321,0.01878,0.005672,0.2746353610814657,39.34,0.25544100801832764,0.3331906270514028,0.1785,0.4706,0.4425,0.1459,0.3215,0.1205,0
14.86,23.21,100.4,671.4,0.1044,0.198,0.600899401579264,0.5744976866082119,0.1737,0.06672,0.2280404259648647,0.9622,0.5422366784655123,0.23171868309025415,0.008081,0.05122,0.05551,0.01883,0.02545,0.004312,0.28993240839558865,27.78,0.33960854624234277,0.3422096640694124,0.1316,0.4648,0.4589,0.1727,0.3,0.08701,0
12.91,16.33,82.53,516.4,0.07941,0.05366,0.13714103608229167,0.15381628757239463,0.1829,0.05667,0.11218883537950217,0.9086,0.14082081699033772,0.11269805284767878,0.005298,0.01587,0.02321,0.00842,0.01853,0.002152,0.2116684453930986,22.0,0.20120523930474626,0.23712075805576965,0.1097,0.1506,0.1764,0.08235,0.3024,0.06949,1
13.77,22.29,90.63,588.9,0.12,0.1267,0.4904217272759463,0.4222991555311095,0.1834,0.06877,0.6885979787017567,2.112,0.7938390892566726,0.540290687422857,0.012611500000000001,0.03348,0.04665,0.0206,0.02689,0.004306,0.3009605122732124,34.01,0.3047462523034015,0.35488198190484344,0.1737,0.3122,0.3809,0.1673,0.308,0.09333,0
18.08,21.84,117.4,1024.0,0.07371,0.08642,0.3905669062710243,0.37389588119196304,0.177,0.0534,0.7117954283388727,1.305,0.6801875059791447,0.8760674072394771,0.00553,0.05296,0.0611,0.01444,0.0214,0.005036,0.4208466737815725,24.7,0.39190198715075447,0.5952564431886291,0.08822,0.1963,0.2535,0.09181,0.2369,0.06558,0
19.18,22.49,127.5,1148.0,0.08523,0.1428,0.3944619524804362,0.4382178794447861,0.1767,0.05529,0.439801939903683,1.073,0.588539175356357,0.5972190735283005,0.005524,0.03698,0.02706,0.01221,0.01415,0.003397,0.5489149768765563,32.06,0.5776682105682553,0.8578360019408056,0.1322,0.5601,0.3865,0.1708,0.3193,0.09221,0
14.45,20.22,94.49,642.7,0.09872,0.1206,0.41783222973690726,0.38696735367392504,0.195,0.06466,0.13253747541205993,0.6509,0.13182818329666124,0.158920879619134,0.004044,0.01597,0.02,0.007303,0.01522,0.001976,0.36997509782995364,30.12,0.3361223168484487,0.4902246196877587,0.1552,0.4056,0.4967,0.1838,0.41915,0.1013,0
12.23,19.56,78.54,461.0,0.09586,0.08087,0.14825962253461275,0.2657650370466238,0.1979,0.06013,0.3281557349250491,1.326,0.29675691189132297,0.25741202549182596,0.007514,0.01779,0.01401,0.0114,0.01503,0.003338,0.23159018143009602,28.36,0.20787887843020075,0.25869794788366585,0.1429,0.2042,0.1377,0.108,0.2668,0.08174,1
17.54,19.32,115.1,951.6,0.08968,0.1198,0.3668425339046067,0.48455042546995836,0.1506,0.05491,0.38743810621990094,0.8282,0.44599636467999615,0.42731554951006323,0.00609,0.02569,0.02713,0.01345,0.01594,0.002658,0.44432586268231955,25.84,0.44369739528861,0.6015355195935725,0.1381,0.342,0.3508,0.1939,0.2928,0.07867,0
23.29,26.67,158.9,1326.3000000000002,0.1141,0.2084,1.0,1.0,0.22,0.06229,0.6001492233602387,1.56,0.7481105902611689,0.9617118819113832,0.009327,0.05121,0.08249,0.02465,0.02175,0.005195,0.6115261472785486,32.68,0.6304596842472234,1.0,0.1536,0.4167,0.7855000000000001,0.2733,0.3198,0.08762,0
13.81,23.75,91.56,597.8,0.1323,0.1768,0.5516801812966962,0.5937813440320964,0.2251,0.07421,0.6149359017838973,1.93,0.6030804553716635,0.578326909997733,0.008824,0.03108,0.03112,0.01291,0.01998,0.004506,0.4009249377445748,41.85,0.38891379052741676,0.55244455860947,0.2226,0.5209,0.4646,0.2013,0.41915,0.1086,0
12.47,18.6,81.09,481.9,0.09965,0.1058,0.28345313551219853,0.24725790274047957,0.1925,0.06373,0.3860815302177304,1.044,0.33291877929780916,0.2958260913373133,0.006953,0.01911,0.02701,0.01037,0.01782,0.003586,0.25044468160796873,24.64,0.2273021564818965,0.28124554042868966,0.1426,0.2378,0.2671,0.1015,0.3014,0.0875,1
15.12,16.68,98.78,716.6,0.08876,0.09588,0.2673418080096313,0.2639531497718964,0.1594,0.05986,0.21650952994641523,0.3621,0.2328518128766861,0.24733620494219002,0.005472,0.01919,0.02039,0.00826,0.01523,0.002881,0.3500533617929562,20.24,0.33512625130733603,0.45911465022690295,0.1491,0.3331,0.3327,0.1252,0.3415,0.0974,0
9.876,17.27,62.92,295.4,0.1089,0.07232,0.06217910130661094,0.12631442715242502,0.1934,0.06285,0.1386420674218273,1.342,0.14541280015306607,0.06962391999798484,0.009719,0.01249,0.007975,0.007527,0.0221,0.002472,0.08858057630736393,23.22,0.08302206285173563,0.08356879869851874,0.1415,0.1247,0.06213,0.05588,0.2989,0.0738,1
17.01,20.26,109.7,904.3,0.08772,0.07304,0.24609610141283947,0.3487883003850261,0.2026,0.05223,0.6434239978294783,0.8554,0.6407729838323926,0.7765686793118214,0.005038,0.01503,0.01946,0.01123,0.02294,0.002581,0.42226965492707225,25.05,0.3963842820857612,0.584981590889631,0.1111,0.1486,0.1932,0.1096,0.3275,0.06469,0
13.11,22.54,87.02,529.4,0.1002,0.1483,0.30823979320845574,0.3301517455592585,0.185,0.0731,0.11069660177711457,0.9223,0.14043815172677698,0.10438550089422907,0.005251,0.03041,0.02526,0.008304,0.02514,0.004198,0.2355033795802206,29.16,0.2443846805119777,0.25921169049861575,0.1349,0.4402,0.3162,0.1126,0.4128,0.1076,1
15.27,12.91,98.17,725.5,0.08182,0.0623,0.2086328387804964,0.2042902902255153,0.1359,0.05526,0.13823509462117614,0.3628,0.1469434612073089,0.16622584951762007,0.004291,0.01236,0.01841,0.007373,0.009539,0.001656,0.3361792956243329,15.92,0.3152049404850839,0.42669178297228644,0.1222,0.2186,0.2962,0.1035,0.232,0.07474,1
20.58,22.14,134.7,1290.0,0.0909,0.1348,0.5807159803123118,0.6186947940595983,0.1765,0.05024,0.9999999999999999,1.48,0.9999999999999999,0.9999999999999998,0.008124,0.03611,0.05489,0.025318,0.03176,0.002365,0.5446460334400568,27.84,0.5373275561531949,0.8395695978536974,0.1178,0.292,0.3861,0.192,0.2909,0.05865,0
11.84,18.94,75.51,428.0,0.08871,0.069,0.09450798484472928,0.09014139191768857,0.1533,0.06057,0.15017296344027672,0.8652,0.1314455180331005,0.12995289553893047,0.005517,0.01727,0.02045,0.006747,0.01616,0.002922,0.19103521878335117,24.99,0.17336520743064893,0.20612495362045835,0.128,0.188,0.1471,0.06913,0.2535,0.07993,1
28.11,18.47,188.5,1326.3000000000002,0.1142,0.1516,1.0,1.0,0.1648,0.05525,0.9999999999999999,1.476,0.9999999999999999,0.9999999999999998,0.012611500000000001,0.02772,0.06389,0.01407,0.035960000000000006,0.004476,0.7178939879046602,18.47,0.6877334528611982,1.0,0.1142,0.1516,0.3201,0.1595,0.1648,0.05525,0
17.42,25.56,114.5,948.0,0.1006,0.1146,0.5955879749300661,0.42689358397773974,0.1308,0.05866,0.567184426507495,1.667,0.5759112216588539,0.6515025567394646,0.012611500000000001,0.061505,0.08249,0.025318,0.02175,0.008023,0.3607257203842049,28.07,0.34857313611235624,0.4770956417501499,0.1243,0.1793,0.2803,0.1099,0.1603,0.06818,0
14.19,23.81,92.87,610.7,0.09463,0.1306,0.3948160475903827,0.4181576989031612,0.2235,0.06433,0.41945329987112523,1.845,0.5313307184540322,0.30476838207511525,0.01088,0.0371,0.03688,0.01627,0.035960000000000006,0.004768,0.31768054073283525,34.85,0.3216793665023158,0.3573936124668208,0.1559,0.4059,0.3744,0.1772,0.41915,0.1026,0
13.86,16.93,90.96,578.9,0.1026,0.1517,0.35058956835806093,0.36250687546510507,0.2106,0.06916,0.19643220511429146,1.194,0.22500717497369171,0.2001057961157712,0.00596,0.03438,0.03909,0.01435,0.01939,0.00456,0.2781928139452152,26.93,0.26888789282334785,0.3224591146502269,0.146,0.437,0.4636,0.1654,0.363,0.1059,0
11.89,18.35,77.32,432.2,0.09363,0.1154,0.23497751496051836,0.20331963632833988,0.1967,0.06314,0.2506952452011124,1.563,0.25447240026786566,0.18461422202070585,0.008872,0.04192,0.05946,0.01785,0.02793,0.004775,0.18925649235147635,27.1,0.1782459285821007,0.19750549419185437,0.1405,0.3046,0.2806,0.1138,0.3397,0.08365,1
10.2,17.48,65.05,321.2,0.08054,0.05907,0.20445451648312732,0.06930468825832338,0.1964,0.06315,0.3326324357322119,1.922,0.3807519372428967,0.20136527368447568,0.00468,0.0312,0.05774,0.01071,0.0256,0.004613,0.12628957666310925,24.47,0.12445838936202008,0.12472529040728372,0.09527,0.1397,0.1925,0.03571,0.2868,0.07809,1
